Date first seen,Date last seen,Proto,Src IP Addr,Dst IP Addr,Src Pt,Dst Pt,In Pkt,In Byte
2023-06-29 19:33:47.133,2023-06-29 19:35:07.109,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:47.133,2023-06-29 19:35:16.130,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,9,882
2023-06-29 19:33:47.133,2023-06-29 19:35:16.134,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,9,882
2023-06-29 19:33:47.133,2023-06-29 19:35:27.163,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,11,1078
2023-06-29 19:33:47.133,2023-06-29 19:35:27.163,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,11,1078
2023-06-29 19:33:47.133,2023-06-29 19:35:46.704,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:47.133,2023-06-29 19:35:46.708,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:47.133,2023-06-29 19:35:56.738,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:47.133,2023-06-29 19:35:56.742,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:47.133,2023-06-29 19:36:06.754,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:47.133,2023-06-29 19:36:06.754,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:47.133,2023-06-29 19:36:16.776,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:47.133,2023-06-29 19:36:16.776,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:47.133,2023-06-29 19:36:26.796,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:47.133,2023-06-29 19:36:26.797,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:47.133,2023-06-29 19:36:36.971,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:47.133,2023-06-29 19:36:36.971,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:47.133,2023-06-29 19:36:47.055,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:47.133,2023-06-29 19:36:47.059,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:47.134,2023-06-29 19:33:57.358,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,11,1078
2023-06-29 19:33:47.134,2023-06-29 19:33:57.362,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,11,1078
2023-06-29 19:33:47.134,2023-06-29 19:34:07.385,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:47.134,2023-06-29 19:34:07.389,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:47.134,2023-06-29 19:35:36.511,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,9,882
2023-06-29 19:33:47.134,2023-06-29 19:35:36.515,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,9,882
2023-06-29 19:33:47.374,2023-06-29 19:33:47.374,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,1,98
2023-06-29 19:33:47.376,2023-06-29 19:33:47.376,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,1,98
2023-06-29 19:33:48.116,2023-06-29 19:34:06.366,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,19,1862
2023-06-29 19:33:48.116,2023-06-29 19:34:26.427,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:48.116,2023-06-29 19:35:07.089,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:48.116,2023-06-29 19:36:16.760,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:48.117,2023-06-29 19:34:16.412,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:48.117,2023-06-29 19:34:36.500,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:48.117,2023-06-29 19:34:46.880,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:48.117,2023-06-29 19:34:57.034,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:48.117,2023-06-29 19:35:17.117,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:48.117,2023-06-29 19:35:27.140,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:48.117,2023-06-29 19:35:36.494,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,9,882
2023-06-29 19:33:48.117,2023-06-29 19:35:46.548,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:48.117,2023-06-29 19:35:56.721,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:48.117,2023-06-29 19:36:06.738,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:48.117,2023-06-29 19:36:26.781,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:48.117,2023-06-29 19:36:36.955,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:48.117,2023-06-29 19:36:47.044,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,10,980
2023-06-29 19:33:48.117,2023-06-29 19:36:48.046,ICMP ,        10.0.2.1,        10.0.3.2,0,8.0,1,98
2023-06-29 19:33:48.120,2023-06-29 19:34:06.370,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,19,1862
2023-06-29 19:33:48.120,2023-06-29 19:34:26.430,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:48.120,2023-06-29 19:35:07.093,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:48.120,2023-06-29 19:36:16.764,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:48.121,2023-06-29 19:34:16.412,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:48.121,2023-06-29 19:34:36.504,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:48.121,2023-06-29 19:34:46.884,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:48.121,2023-06-29 19:34:57.038,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:48.121,2023-06-29 19:35:17.117,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:48.121,2023-06-29 19:35:27.144,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:48.121,2023-06-29 19:35:36.498,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,9,882
2023-06-29 19:33:48.121,2023-06-29 19:35:46.552,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:48.121,2023-06-29 19:35:56.725,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:48.121,2023-06-29 19:36:06.742,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:48.121,2023-06-29 19:36:26.785,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:48.121,2023-06-29 19:36:36.959,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:48.121,2023-06-29 19:36:47.048,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,10,980
2023-06-29 19:33:48.121,2023-06-29 19:36:48.046,ICMP ,        10.0.3.2,        10.0.2.1,0,0.0,1,98
2023-06-29 19:36:54.980,2023-06-29 19:36:54.980,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,1,98
2023-06-29 19:36:54.984,2023-06-29 19:36:54.984,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,1,98
2023-06-29 19:36:55.966,2023-06-29 19:36:55.966,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,1,98
2023-06-29 19:36:55.972,2023-06-29 19:36:55.972,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,1,98
2023-06-29 19:36:55.991,2023-06-29 19:37:14.116,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,19,1862
2023-06-29 19:36:55.991,2023-06-29 19:37:24.266,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,10,980
2023-06-29 19:36:55.991,2023-06-29 19:37:43.779,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,10,980
2023-06-29 19:36:55.991,2023-06-29 19:37:48.864,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,5,490
2023-06-29 19:36:55.992,2023-06-29 19:37:33.764,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,9,882
2023-06-29 19:36:55.995,2023-06-29 19:37:10.082,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,15,1470
2023-06-29 19:36:56.219,2023-06-29 19:37:06.290,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,11,1078
2023-06-29 19:36:56.219,2023-06-29 19:37:16.356,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,10,980
2023-06-29 19:36:56.219,2023-06-29 19:37:26.525,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,10,980
2023-06-29 19:36:56.219,2023-06-29 19:37:36.004,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,9,882
2023-06-29 19:36:56.219,2023-06-29 19:37:46.021,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,10,980
2023-06-29 19:36:56.219,2023-06-29 19:37:50.099,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,4,392
2023-06-29 19:36:56.221,2023-06-29 19:37:06.291,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,11,1078
2023-06-29 19:36:56.221,2023-06-29 19:37:16.356,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,10,980
2023-06-29 19:36:56.221,2023-06-29 19:37:26.526,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,10,980
2023-06-29 19:36:56.221,2023-06-29 19:37:36.004,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,9,882
2023-06-29 19:36:56.221,2023-06-29 19:37:46.021,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,10,980
2023-06-29 19:36:56.221,2023-06-29 19:37:50.103,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,4,392
2023-06-29 19:36:56.981,2023-06-29 19:37:07.040,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,11,1078
2023-06-29 19:36:56.981,2023-06-29 19:37:17.123,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,10,980
2023-06-29 19:36:56.981,2023-06-29 19:37:26.276,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,9,882
2023-06-29 19:36:56.981,2023-06-29 19:37:36.753,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,10,980
2023-06-29 19:36:56.981,2023-06-29 19:37:46.770,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,10,980
2023-06-29 19:36:56.981,2023-06-29 19:37:49.851,ICMP ,        10.0.2.1,        10.0.3.3,0,8.0,3,294
2023-06-29 19:36:56.986,2023-06-29 19:37:07.044,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,11,1078
2023-06-29 19:36:56.986,2023-06-29 19:37:17.127,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,10,980
2023-06-29 19:36:56.986,2023-06-29 19:37:26.280,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,9,882
2023-06-29 19:36:56.986,2023-06-29 19:37:36.757,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,10,980
2023-06-29 19:36:56.986,2023-06-29 19:37:46.774,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,10,980
2023-06-29 19:36:56.986,2023-06-29 19:37:49.855,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,3,294
2023-06-29 19:37:11.080,2023-06-29 19:37:21.177,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,11,1078
2023-06-29 19:37:11.080,2023-06-29 19:37:40.778,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,10,980
2023-06-29 19:37:11.080,2023-06-29 19:37:41.780,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,1,98
2023-06-29 19:37:11.081,2023-06-29 19:37:30.760,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,9,882
2023-06-29 19:37:42.781,2023-06-29 19:37:48.864,ICMP ,        10.0.3.3,        10.0.2.1,0,0.0,7,686
2023-06-29 19:37:53.142,2023-06-29 19:37:57.222,ICMP ,        10.0.2.1,        10.0.3.1,0,8.0,5,490
2023-06-29 19:37:53.145,2023-06-29 19:37:57.226,ICMP ,        10.0.3.1,        10.0.2.1,0,0.0,5,490
2023-06-29 19:37:54.127,2023-06-29 19:37:58.210,ICMP ,        10.0.2.1,        10.0.3.1,0,8.0,5,490
2023-06-29 19:37:54.130,2023-06-29 19:37:58.210,ICMP ,        10.0.3.1,        10.0.2.1,0,0.0,5,490
2023-06-29 19:37:54.381,2023-06-29 19:37:58.460,ICMP ,        10.0.2.1,        10.0.3.1,0,8.0,5,490
2023-06-29 19:37:54.383,2023-06-29 19:37:58.464,ICMP ,        10.0.3.1,        10.0.2.1,0,0.0,5,490
2023-06-29 19:37:59.220,2023-06-29 19:38:23.671,ICMP ,        10.0.2.1,        10.0.3.1,0,8.0,5,490
2023-06-29 19:37:59.221,2023-06-29 19:38:08.641,ICMP ,        10.0.3.1,        10.0.2.1,0,0.0,10,980
2023-06-29 19:37:59.221,2023-06-29 19:38:09.645,ICMP ,        10.0.2.1,        10.0.3.1,0,8.0,11,1078
2023-06-29 19:37:59.221,2023-06-29 19:38:18.660,ICMP ,        10.0.2.1,        10.0.3.1,0,8.0,9,882
2023-06-29 19:38:09.644,2023-06-29 19:38:23.671,ICMP ,        10.0.3.1,        10.0.2.1,0,0.0,5,490
2023-06-29 19:38:09.645,2023-06-29 19:38:18.660,ICMP ,        10.0.3.1,        10.0.2.1,0,0.0,10,980
2023-06-29 19:38:27.148,2023-06-29 19:38:59.816,UDP  ,        10.0.3.1,        10.0.3.2,0,0,60,3600
2023-06-29 19:39:00.345,2023-06-29 19:43:07.958,UDP  ,        10.0.3.1,        10.0.3.2,0,0,60,3558
2023-06-29 19:39:04.101,2023-06-29 19:48:43.534,TCP  ,        10.0.2.2,        10.0.4.3,80,80,31,60
2023-06-29 19:39:07.442,2023-06-29 19:44:32.227,TCP  ,        10.0.2.2,        10.0.4.3,80,80,34,60
2023-06-29 19:39:10.839,2023-06-29 19:51:43.801,UDP  ,        10.0.3.1,        10.0.3.2,0,0,60,1114
2023-06-29 19:39:11.579,2023-06-29 19:52:46.950,UDP  ,        10.0.3.1,        10.0.3.2,0,0,62,560
2023-06-29 19:39:19.148,2023-06-29 19:39:59.816,UDP  ,        10.0.3.1,        10.0.3.2,0,0,60,3600
2023-06-29 19:39:19.148,2023-06-29 19:39:59.816,UDP  ,        10.0.3.1,        10.0.3.2,0,0,60,900
2023-06-29 19:39:19.803,2023-06-29 19:46:35.527,TCP  ,        10.0.2.1,        10.0.2.3,0,22,30,96
2023-06-29 19:39:21.266,2023-06-29 19:45:44.940,TCP  ,        10.0.2.1,        10.0.2.3,0,22,30,96
2023-06-29 19:39:21.474,2023-06-29 19:45:49.856,TCP  ,        10.0.2.2,        10.0.4.3,80,80,32,60
2023-06-29 19:39:22.149,2023-06-29 19:46:27.740,UDP  ,        10.0.3.1,        10.0.3.2,0,0,63,1113
2023-06-29 19:39:24.987,2023-06-29 19:46:20.822,TCP  ,        10.0.2.2,        10.0.4.3,80,80,34,60
2023-06-29 19:39:29.148,2023-06-29 19:48:59.816,UDP  ,        10.0.3.1,        10.0.3.2,0,0,60,400
2023-06-29 19:39:29.148,2023-06-29 19:39:59.816,UDP  ,        10.0.3.1,        10.0.3.2,0,0,60,3600
2023-06-29 19:39:29.675,2023-06-29 19:39:34.518,UDP  ,        10.0.3.1,        10.0.3.2,0,0,60,3062
2023-06-29 19:39:30.887,2023-06-29 19:50:25.969,TCP  ,        10.0.2.1,        10.0.2.3,0,22,33,97
2023-06-29 19:39:32.532,2023-06-29 19:47:21.797,UDP  ,        10.0.3.1,        10.0.3.2,0,0,60,324
2023-06-29 19:39:36.148,2023-06-29 19:39:59.816,UDP  ,        10.0.3.1,        10.0.3.2,0,0,60,300
2023-06-29 19:39:38.314,2023-06-29 19:50:13.832,UDP  ,        10.0.3.1,        10.0.3.2,0,0,60,2533
2023-06-29 19:39:39.381,2023-06-29 19:46:54.349,UDP  ,        10.0.3.1,        10.0.3.2,0,0,62,3314
2023-06-29 19:39:40.347,2023-06-29 19:45:41.814,TCP  ,        10.0.2.2,        10.0.4.3,80,80,33,60
2023-06-29 19:39:41.578,2023-06-29 19:47:22.372,TCP  ,        10.0.2.1,        10.0.2.3,0,22,32,96
2023-06-29 19:39:46.626,2023-06-29 19:49:51.690,TCP  ,        10.0.2.2,        10.0.4.3,80,80,32,60
2023-06-29 19:39:46.754,2023-06-29 19:51:59.998,TCP  ,        10.0.2.1,        10.0.2.3,0,22,33,97
2023-06-29 19:39:47.545,2023-06-29 19:48:11.257,TCP  ,        10.0.2.2,        10.0.4.3,80,80,30,60
2023-06-29 19:39:47.574,2023-06-29 19:42:28.361,TCP  ,        10.0.2.1,        10.0.2.3,0,22,31,97
2023-06-29 19:39:49.148,2023-06-29 19:41:59.816,UDP  ,        10.0.3.1,        10.0.3.2,0,0,60,3600
2023-06-29 19:39:50.151,2023-06-29 19:43:33.723,TCP  ,        10.0.2.1,        10.0.2.3,0,22,34,96
2023-06-29 19:39:50.346,2023-06-29 19:41:06.879,UDP  ,        10.0.3.1,        10.0.3.2,0,0,61,607
2023-06-29 19:39:51.636,2023-06-29 19:50:04.234,TCP  ,        10.0.2.2,        10.0.4.3,80,80,31,60
2023-06-29 19:39:55.645,2023-06-29 19:52:45.436,TCP  ,        10.0.2.2,        10.0.4.3,80,80,30,60
2023-06-29 19:39:55.668,2023-06-29 19:43:27.317,TCP  ,        10.0.2.1,        10.0.2.3,0,22,33,96
2023-06-29 19:39:56.957,2023-06-29 19:44:27.295,TCP  ,        10.0.2.2,        10.0.4.3,80,80,33,60
2023-06-29 19:40:04.919,2023-06-29 19:42:01.281,UDP  ,        10.0.3.1,        10.0.3.2,0,0,62,3598
2023-06-29 19:40:08.593,2023-06-29 19:47:21.673,UDP  ,        10.0.3.1,        10.0.3.2,0,0,61,1076
2023-06-29 19:40:10.940,2023-06-29 19:52:13.439,TCP  ,        10.0.2.1,        10.0.2.3,0,22,31,96
2023-06-29 19:40:11.130,2023-06-29 19:41:12.786,TCP  ,        10.0.2.2,        10.0.4.3,80,80,31,60
2023-06-29 19:40:13.141,2023-06-29 19:50:00.995,TCP  ,        10.0.2.1,        10.0.2.3,0,22,34,97
2023-06-29 19:40:13.164,2023-06-29 19:46:16.848,UDP  ,        10.0.3.1,        10.0.3.2,0,0,62,689
2023-06-29 19:40:20.704,2023-06-29 19:40:23.441,TCP  ,        10.0.2.2,        10.0.4.3,80,80,30,60
2023-06-29 19:40:23.318,2023-06-29 19:43:40.547,TCP  ,        10.0.2.2,        10.0.4.3,80,80,33,60
2023-06-29 19:40:28.770,2023-06-29 19:43:25.299,TCP  ,        10.0.2.1,        10.0.2.3,0,22,30,97
2023-06-29 19:40:29.675,2023-06-29 19:42:51.805,TCP  ,        10.0.2.2,        10.0.4.3,80,80,31,60
2023-06-29 19:40:29.866,2023-06-29 19:47:03.106,TCP  ,        10.0.2.2,        10.0.4.3,80,80,33,60
2023-06-29 19:40:31.389,2023-06-29 19:51:52.509,TCP  ,        10.0.2.1,        10.0.2.3,0,22,31,96
2023-06-29 19:40:32.962,2023-06-29 19:45:09.729,TCP  ,        10.0.2.2,        10.0.4.3,80,80,33,60
2023-06-29 19:40:35.432,2023-06-29 19:52:10.356,UDP  ,        10.0.3.1,        10.0.3.2,0,0,60,3200
2023-06-29 19:40:38.296,2023-06-29 19:43:39.395,TCP  ,        10.0.2.2,        10.0.4.3,80,80,30,60
2023-06-29 19:40:44.883,2023-06-29 19:41:24.525,TCP  ,        10.0.2.1,        10.0.2.3,0,22,33,97
2023-06-29 19:40:47.327,2023-06-29 19:43:26.191,UDP  ,        10.0.3.1,        10.0.3.2,0,0,61,2465
2023-06-29 19:40:47.838,2023-06-29 19:42:29.353,UDP  ,        10.0.3.1,        10.0.3.2,0,0,61,3492
2023-06-29 19:40:50.499,2023-06-29 19:46:20.287,TCP  ,        10.0.2.2,        10.0.4.3,80,80,34,60
2023-06-29 19:40:52.305,2023-06-29 19:42:27.296,TCP  ,        10.0.2.2,        10.0.4.3,80,80,30,60
2023-06-29 19:40:54.200,2023-06-29 19:49:44.119,TCP  ,        10.0.2.2,        10.0.4.3,80,80,34,60
2023-06-29 19:41:01.316,2023-06-29 19:50:16.230,TCP  ,        10.0.2.1,        10.0.2.3,0,22,32,96
2023-06-29 19:41:03.956,2023-06-29 19:44:01.126,TCP  ,        10.0.2.2,        10.0.4.3,80,80,34,60
2023-06-29 19:41:12.273,2023-06-29 19:46:03.458,TCP  ,        10.0.2.2,        10.0.4.3,80,80,31,60
2023-06-29 19:41:16.852,2023-06-29 19:52:45.299,TCP  ,        10.0.2.1,        10.0.2.3,0,22,32,96
2023-06-29 19:41:22.342,2023-06-29 19:45:09.720,UDP  ,        10.0.3.1,        10.0.3.2,0,0,64,2665
2023-06-29 19:41:25.183,2023-06-29 19:45:32.188,UDP  ,        10.0.3.1,        10.0.3.2,0,0,62,2245
2023-06-29 19:41:27.727,2023-06-29 19:47:57.416,TCP  ,        10.0.2.2,        10.0.4.3,80,80,30,60
2023-06-29 19:41:35.176,2023-06-29 19:44:54.283,TCP  ,        10.0.2.1,        10.0.2.3,0,22,32,96
2023-06-29 19:41:36.410,2023-06-29 19:49:41.924,UDP  ,        10.0.3.1,        10.0.3.2,0,0,60,470
2023-06-29 19:41:39.218,2023-06-29 19:47:47.498,TCP  ,        10.0.2.1,        10.0.2.3,0,22,32,97
2023-06-29 19:41:39.445,2023-06-29 19:50:08.287,TCP  ,        10.0.2.1,        10.0.2.3,0,22,34,97
2023-06-29 19:41:40.537,2023-06-29 19:50:23.619,UDP  ,        10.0.3.1,        10.0.3.2,0,0,62,1460
2023-06-29 19:41:40.926,2023-06-29 19:47:04.965,UDP  ,        10.0.3.1,        10.0.3.2,0,0,64,460
2023-06-29 19:41:43.337,2023-06-29 19:50:03.542,UDP  ,        10.0.3.1,        10.0.3.2,0,0,60,3473
2023-06-29 19:41:48.616,2023-06-29 19:50:13.477,TCP  ,        10.0.2.2,        10.0.4.3,80,80,30,60
2023-06-29 19:41:51.177,2023-06-29 19:47:30.315,TCP  ,        10.0.2.2,        10.0.4.3,80,80,34,60
2023-06-29 19:41:51.371,2023-06-29 19:48:14.424,TCP  ,        10.0.2.1,        10.0.2.3,0,22,32,96
2023-06-29 19:41:54.408,2023-06-29 19:45:29.825,UDP  ,        10.0.3.1,        10.0.3.2,0,0,63,2702
2023-06-29 19:41:55.813,2023-06-29 19:46:29.500,UDP  ,        10.0.3.1,        10.0.3.2,0,0,62,1045
2023-06-29 19:41:56.300,2023-06-29 19:44:15.460,TCP  ,        10.0.2.2,        10.0.4.3,80,80,31,60
2023-06-29 19:42:00.398,2023-06-29 19:48:32.873,TCP  ,        10.0.2.2,        10.0.4.3,80,80,34,60
2023-06-29 19:42:01.791,2023-06-29 19:42:03.784,UDP  ,        10.0.3.1,        10.0.3.2,0,0,62,2454
2023-06-29 19:42:04.255,2023-06-29 19:51:35.430,UDP  ,        10.0.3.1,        10.0.3.2,0,0,61,3210
2023-06-29 19:42:06.519,2023-06-29 19:47:16.129,TCP  ,        10.0.2.2,        10.0.4.3,80,80,34,60
2023-06-29 19:42:08.499,2023-06-29 19:43:54.981,TCP  ,        10.0.2.2,        10.0.4.3,80,80,30,60
2023-06-29 19:42:09.720,2023-06-29 19:49:56.995,TCP  ,        10.0.2.2,        10.0.4.3,80,80,31,60
2023-06-29 19:42:11.899,2023-06-29 19:46:18.828,TCP  ,        10.0.2.1,        10.0.2.3,0,22,32,97
2023-06-29 19:42:20.146,2023-06-29 19:45:31.216,TCP  ,        10.0.2.1,        10.0.2.3,0,22,34,97
2023-06-29 19:42:20.996,2023-06-29 19:47:42.562,TCP  ,        10.0.2.2,        10.0.4.3,80,80,31,60
2023-06-29 19:42:21.912,2023-06-29 19:46:46.314,UDP  ,        10.0.3.1,        10.0.3.2,0,0,60,1555
2023-06-29 19:42:26.489,2023-06-29 19:43:53.802,TCP  ,        10.0.2.2,        10.0.4.3,80,80,32,60
2023-06-29 19:42:30.467,2023-06-29 19:52:17.799,UDP  ,        10.0.3.1,        10.0.3.2,0,0,63,1183
2023-06-29 19:42:32.155,2023-06-29 19:49:55.416,UDP  ,        10.0.3.1,        10.0.3.2,0,0,60,1565
2023-06-29 19:42:33.506,2023-06-29 19:47:24.684,UDP  ,        10.0.3.1,        10.0.3.2,0,0,62,1630
2023-06-29 19:42:35.424,2023-06-29 19:49:04.675,TCP  ,        10.0.2.1,        10.0.2.3,0,22,30,96
